Timestamp	都道府県	災害救助法 適用	市町村名	電話対応を行った災害	その災害の名称はなんですか？（例：平成30年7月豪雨）	災害対策本部の運営業務全体のうち、電話への対応は全体の業務量のうち何％でしたか？	電話対応で最も長かった電話の時間は何分程度でしたか？	その内容はどのようなものでしたか？	電話対応の平均的な時間は何分程度でしたか？	電話回数は平常時と比較してどうですか？	安否確認	被害状況確認	被害状況報告	救助要請	避難所についての問い合わせ	ボランティアについての問い合わせ	支援物資についての問い合わせ	マスコミの問い合わせ	その他（複数記入可、各項目に０〜４の基準も付けてください）（例：〜の問い合わせ（２）、〜の問い合わせ（４））	電話に回答する際、その情報源はなんでしたか。（複数選択可）	有効だった情報源があれば教えてください。	電話に効率良く対応できたと思いますか？	電話対応の際、どのような問題に遭遇しましたか？（複数選択可）	電話対応が原因で業務への負荷を感じましたか。	電話で受ける情報をどう管理しましたか。	デジタル式を選択した場合、どのようなシステムやアプリケーションを使いましたか。	情報を総合的にどう管理し、共有しましたか。	デジタル式を選択した場合、どのようなシステムやアプリケーションを使いましたか。	情報管理する際に直面した問題はなんですか。（複数選択可）	自動音声認識は自治体で役に立つと思いますか？	自動音声認識システムを導入したいと思いますか？	「はい」以外を選択した場合、その理由はなんですか。	自動音声認識システムに欲しい機能はなんですか。	他に付け加えたい情報がございましたら、ご自由にお書きください。
5/28/2019 7:57:51	栃木県	Y	小山市	豪雨	平成２７年９月関東・東北豪雨	５１〜６０％	約１０分	住宅浸水に伴う問い合わせなど	５～１０分	平常時より電話回数が極めて多かった。	1	3	2	4	3	2	3	3		現場で活動する消防隊からの情報		3	個々の電話対応に必要以上の時間が掛かった。	4	主に紙に書き留めた。（アナログ式）		重要情報のみ所管する部長へ報告し、本部内で発表。		情報量が多すぎて混乱してしまった。	3	どちらとも言えない。	具体的なイメージが出来ない。	特になし。	
5/28/2019 8:10:20	茨城県	Y	下妻市	豪雨	平成２７年関東・東北豪雨	２１〜３０％	３０分	避難所に関する件	５～１０分	平常時より電話回数が極めて多かった。	2	3	4	2	4	1	2	3		関係者（例：消防庁や避難所運営者）からの電話やメール。, 情報収集を目的として人員を現地に派遣した。	現地からの職員及び消防職員から	3	情報不足だった。, 情報の信憑性が確かではなかった。, 個々の電話対応に必要以上の時間が掛かった。	5	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 情報量が多すぎて混乱してしまった。	3	どちらとも言えない。	自動音声確認システム機能そのものを良く理解していない。		５月２２日（国土交通大学校）に沼田宗純教授より、受講したものです。非常に役立つものでありました。
5/28/2019 10:09:22	秋田県	UNKNOWN	鹿角市	豪雨		４１〜５０％	５分	マスコミからの被害状況の問合せ	３分	平常時より電話回数が極めて多かった。	1	4	3	1	3	0	0	4		関係者（例：消防庁や避難所運営者）からの電話やメール。, 情報収集を目的として人員を現地に派遣した。		3	個々の電話対応に必要以上の時間が掛かった。	5	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	3	どちらとも言えない。	実物を見ないと判断できない		
5/28/2019 13:50:45	北海道	Y	栗山町	地震	平成30年北海道胆振東部地震	２１〜３０％	5分	ブラックアウトによる停電の復旧状況	2分	平常時より電話回数が多かった。	2	3	2	0	3	0	0	3		災害対策連絡会議での各部署からの情報		1	情報不足だった。	4	主に紙に書き留めた。（アナログ式）		災害対策連絡会議時に情報提供		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	4	どちらとも言えない。			
5/28/2019 23:12:30	長野県	N	宮田村	豪雨	平成30年7月豪雨	０〜１０％																								4	どちらとも言えない。			
5/28/2019 23:41:24	秋田県	N	大館市	豪雨	平成二十九年度六月七日から七月二十七日までの間の豪雨及び暴風雨による災害	２１〜３０％	５分	災害発生について	５分	平常時より電話回数が多かった。	0	0	4	0	2	0	0	4		関係者（例：消防庁や避難所運営者）からの電話やメール。, ウェブ（例：内閣府のウェブページ）から情報を探した。, 情報収集を目的として人員を現地に派遣した。		3	特に大した問題はなかった。	4	アナログ、デジタル併用		アナログ、デジタル併用		情報量が多すぎて混乱してしまった。	2	どちらとも言えない。	方言の認識の可否、データベースなどとの連携について		
5/29/2019 3:01:08	鹿児島県	N	西之表市	台風	平成30年台風第24号	３１〜４０％	10分程度	停電の復旧見込みや現状確認、道路への倒木	7分	平常時より電話回数が多かった。	0	1	4	2	1	0	0	4		情報収集を目的として人員を現地に派遣した。, ホワイトボードに記載した被害等情報	消防団や消防署からの情報、職員による現場巡回	2	情報不足だった。, 個々の電話対応に必要以上の時間が掛かった。	5	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		他の関係者と情報共有が中々うまくできなかった。	4	どちらとも言えない。		緊急性の優先順位付け（人命にかかるもの）	
5/29/2019 6:34:24	岩手県	Y	洋野町	津波	東日本大震災	３１〜４０％	10分	沖出しした漁船との調整	3分	平常時より電話回数が極めて多かった。	1	4	4	0	3	2	4	4		関係者（例：消防庁や避難所運営者）からの電話やメール。, 情報収集を目的として人員を現地に派遣した。		1	情報不足だった。, どこで必要な情報を取得できるか分からなかった。, 情報の信憑性が確かではなかった。	5	主に紙に書き留めた。（アナログ式）		共有できない部分が多かった		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	5	はい、積極的に導入したい。			
5/29/2019 8:02:12	島根県	N	安来市	台風	平成３０年　台風２４号	３１〜４０％	４０分程度	防災行政に対する苦情	１５分程度	平常時より電話回数が極めて多かった。	0	2	4	1	2	0	1	3		関係者（例：消防庁や避難所運営者）からの電話やメール。, 情報収集を目的として人員を現地に派遣した。	派遣要員からの情報	2	情報不足だった。, 個々の電話対応に必要以上の時間が掛かった。	4	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		情報量が多すぎて混乱してしまった。	3	どちらとも言えない。	仕様や効果などが不明なため		
5/29/2019 10:00:49	宮城県	N	大崎市	豪雨による土砂災害	平成30年8月土砂災害	２１〜３０％	10	被害状況について	3	平常時より電話回数が多かった。	3	4	3	2	3	0	0	4		関係者（例：消防庁や避難所運営者）からの電話やメール。, 情報収集を目的として人員を現地に派遣した。	現地職員からの情報	3	情報不足だった。	4	主にコンピューター端末に入力した。（デジタル式）	エクセル	ＰＣ入力及びホワイトボードへの記入	エクセル	特に大した問題はなかった。	5	はい、積極的に導入したい。			
5/30/2019 0:24:53	三重県	N	鳥羽市	台風	台風21号（H30）	２１〜３０％	10分	停電しているが、いつ復旧するのか	5分	平常時より電話回数が多かった。	0	3	3	2	3	1	2	4		関係者（例：消防庁や避難所運営者）からの電話やメール。, ウェブ（例：内閣府のウェブページ）から情報を探した。		2	停電復旧に関して、役所へ電話もらってもはっきり回答できないこと	4	主に紙に書き留めた。（アナログ式）		ホワイトボード及びエクセルの表を活用し、皆と情報共有した		特に大した問題はなかった。	4	どちらとも言えない。	価格やデメリットについて	自動転送機能	
5/30/2019 2:21:25	広島県	Y	海田町	豪雨	平成30年7月豪雨	１１〜２０％	40分程度	行政に対する要望（防災行政無線による町内放送が聞こえない，流入した土砂等の撤去，資機材を提供してほしい　など）	5分程度	平常時より電話回数が極めて多かった。	2	3	2	2	3	3	3	3		関係者（例：消防庁や避難所運営者）からの電話やメール。, 情報収集を目的として人員を現地に派遣した。		3	情報不足だった。, 個々の電話対応に必要以上の時間が掛かった。	4	あらかじめ用意していた様式（紙媒体）に記入し，後にデータにてとりまとめを行った。	Microsoft Word，Excel	主に壁に紙を貼り、皆と情報共有した。（アナログ式）		情報が散乱していて、欲しい情報がどこにあるのか分からなかった。, 他の関係者と情報共有が中々うまくできなかった。, 情報量が多すぎて混乱してしまった。	3	どちらとも言えない。			
5/30/2019 3:27:19	福井県	N	大野市	豪雨	平成３０年７月豪雨	１１〜２０％	１０分	内水氾濫を防ぐための水門の開閉に関する問い合わせ	５分	平常時より電話回数が多かった。	0	1	1	2	1	0	1	3		情報収集を目的として人員を現地に派遣した。	県土木事務所、消防署員、消防団員	4	情報不足だった。	4	主に紙に書き留めた。（アナログ式）		主に壁に紙を貼り、皆と情報共有した。（アナログ式）		特に大した問題はなかった。	2	いいえ、導入したくない。	地域性を捉えた応対に不安がある。また、ミスが人の命に関わることがあり誤った対応が許されないため。	システム自体を理解していないため、回答は困難。	
